season,date,home,away,result,fthg,ftag,lambda,mu,p_home,p_draw,p_away,model_home,model_draw,model_away,model_over25,model_under25,close_home,close_draw,close_away,close_over25,close_under25,rps,brier_h,brier_d,brier_a,ll_h,ll_d,ll_a,clv_home,clv_draw,clv_away,clv_over25,clv_under25,elo_home,elo_away,elo_diff,actual_over25,ppda_home,ppda_away,ppda_diff,ppda_sum,rest_days_home,rest_days_away,rest_diff,form5_home,form5_away,form5_diff,referee,ref_home_win_rate,ref_goals_pg,ref_cards_pg,h_corners_won,h_corners_conceded,a_corners_won,a_corners_conceded
2017/18,2017-08-12,Leeds,Preston,D,0,0,1.801,1.544,0.4401,0.2544,0.3055,2.272,3.931,3.273,1.54,2.853,,,,,,0.09568,0.19371,0.55594,0.09332,0.58004,1.3689,0.36455,,,,,,1536.1,1505.7,30.4,0,,,,,6,7.0,-1.0,5.0,4.0,1.0,S Duncan,0.42105263157894735,2.473684210526316,2.789473684210526,5.8,4.6,2.9,6.6
2017/18,2017-08-12,Sheffield Weds,QPR,D,1,1,2.373,1.086,0.609,0.2163,0.1746,1.642,4.622,5.726,1.489,3.043,,,,,,0.1338,0.37092,0.61412,0.0305,0.93912,1.5309,0.19192,,,,,,1544.8,1474.5,70.4,0,,,,,7,7.0,0.0,9.0,6.0,3.0,C Kavanagh,0.4444444444444444,2.5925925925925926,3.4074074074074074,6.3,4.5,4.1,5.9
2017/18,2017-08-12,Millwall,Bolton,D,1,1,2.254,1.602,0.5048,0.2319,0.2633,1.981,4.312,3.799,1.351,3.846,,,,,,0.10806,0.25487,0.58997,0.0693,0.70288,1.46143,0.30551,,,,,,1462.1,1422.7,39.5,0,,,,,8,6.0,2.0,2.0,4.0,-2.0,A Davies,0.47058823529411764,2.7058823529411766,3.627450980392157,5.5,4.5,4.6,6.6
2017/18,2017-08-12,Middlesbrough,Sheffield United,H,1,0,0.706,0.949,0.3107,0.341,0.3483,3.218,2.933,2.871,4.331,1.3,,,,,,0.1988,0.47509,0.11626,0.12131,1.16883,0.41699,0.42817,,,,,,1545.2,1516.7,28.4,0,,,,,7,7.0,0.0,4.0,3.0,1.0,P Bankes,0.425531914893617,2.2127659574468086,3.9148936170212765,5.8,3.7,,
2017/18,2017-08-12,Hull,Burton,H,4,1,3.277,0.785,0.7433,0.1516,0.1051,1.345,6.596,9.513,1.298,4.355,,,,,,0.02565,0.06591,0.02299,0.01105,0.2967,0.16442,0.11106,,,,,,1537.4,1465.3,72.1,1,,,,,7,7.0,0.0,8.0,7.0,1.0,D England,,,,7.9,2.8,3.1,6.6
2017/18,2017-08-12,Barnsley,Ipswich,A,1,2,2.027,1.92,0.4095,0.2384,0.3521,2.442,4.194,2.84,1.326,4.065,,,,,,0.19582,0.16766,0.05685,0.41978,0.52673,0.27238,1.04386,,,,,,1470.6,1490.8,-20.2,1,,,,,7,7.0,0.0,2.0,6.0,-4.0,G Eltringham,0.3877551020408163,2.5918367346938775,3.0,5.6,4.9,4.5,6.3
2017/18,2017-08-12,Cardiff,Aston Villa,H,3,0,1.819,0.947,0.5328,0.2581,0.2091,1.877,3.874,4.783,1.914,2.094,,,,,,0.08733,0.21827,0.06662,0.04371,0.62959,0.29855,0.23456,,,,,,1521.2,1499.8,21.4,1,,,,,7,7.0,0.0,10.0,5.0,5.0,T Robinson,0.48936170212765956,2.1914893617021276,3.574468085106383,4.4,3.5,4.3,6.6
2017/18,2017-08-12,Brentford,Nott'm Forest,A,3,4,2.901,1.795,0.5607,0.205,0.2343,1.784,4.878,4.267,1.18,6.545,,,,,,0.30019,0.31433,0.04203,0.58623,0.82247,0.22942,1.45097,,,,,,1499.4,1469.9,29.5,1,,,,,7,8.0,-1.0,5.0,9.0,-4.0,J Linington,0.5357142857142857,2.875,3.875,6.0,5.9,4.1,4.9
2017/18,2017-08-12,Birmingham,Bristol City,H,2,1,2.061,1.685,0.4446,0.2414,0.314,2.249,4.142,3.185,1.385,3.6,,,,,,0.13569,0.30847,0.05828,0.09859,0.81058,0.27629,0.37686,,,,,,1457.2,1480.3,-23.2,1,,,,,7,7.0,0.0,6.0,10.0,-4.0,D Bond,0.5,2.519230769230769,3.0,5.3,3.4,4.7,6.5
2017/18,2017-08-12,Reading,Fulham,D,1,1,2.377,2.537,0.3871,0.2167,0.3962,2.583,4.614,2.524,1.152,7.564,,,,,,0.10227,0.14986,0.61352,0.15694,0.48958,1.52913,0.50444,,,,,,1535.6,1552.9,-17.4,0,,,,,7,7.0,0.0,9.0,11.0,-2.0,S Hooper,0.4864864864864865,2.5135135135135136,3.22972972972973,5.1,5.7,4.3,5.8
2017/18,2017-08-12,Derby,Wolves,A,0,2,2.487,1.675,0.5215,0.2228,0.2557,1.917,4.489,3.911,1.275,4.643,,,,,,0.27532,0.27198,0.04963,0.55398,0.73713,0.25204,1.36374,,,,,,1520.5,1497.2,23.2,0,,,,,8,7.0,1.0,6.0,7.0,-1.0,L Probert,0.38461538461538464,3.1538461538461537,3.1538461538461537,6.1,2.8,4.6,5.0
